question,answer,times_asked
' experience golang,,2.0
a minimum 3 years hands on experience architecting and implementing solutions drupal 8 and 9:select an option^yes^no,,2.0
mentoring,,2.0
are legally authorized to work the united states without sponsorship:yes^no,,1.0
"are able to make websites, applications accessible according to wcag:select an option^yes^no",,1.0
ile lat posugujesz si zawodowo narzdziem python,,1.0
rest or graphql apis:select an option^yes^no,,1.0
any certification python:select an option^yes^no,,1.0
"demonstrated experience providing security review web applications, mobile applications, thick clients, web apis (rest, soap), authz/authn protocols and technologies, and cryptography.:select an option^yes^no",,1.0
"currently reside one the following states; california, texas, tennessee, florida, utah, or georgia:select an option^yes^no",,1.0
bases de données,,1.0
a similar position,,1.0
golang development  have,,1.0
(optional) what are your preferred pronouns:select an option^prefer not to answer^they/them/their/theirs/themselves^she/her/her/hers/herself^he/him/his/his/himself^ze/hir/hir/hirs/hirself^ze/zim/zir/zirs/zirself,,1.0
¿cuántos años de experiencia tienes con ruby on rails,,1.0
are eligible to work canada,,1.0
experience designing restfulapi's java:select an option^yes^no,,1.0
experience convex optimization:select an option^yes^no,,1.0
eligible to work canada:select an option^yes^no,,1.0
"completed the following level education bachelors degree or diploma computer science, software engineering, or computer engineering; or other relevant education:select an option^yes^no",,1.0
experience version control (git),,1.0
.net web api's,,1.0
pantheon hosting environments,,1.0
¿cuántos años de experiencia tienes con soap,,1.0
moving something from on-prem to aws:select an option^yes^no,,1.0
experience .net have,,1.0
"either react.js, angular or kenui",,1.0
"indigenous peoples based on the definition below, are an indigenous person:yes^no^i prefer not to say",,1.0
experience managing remote teams:select an option^yes^no,,1.0
what's your favourite tech stack and why,,1.0
game development,,1.0
habitez-vous la région de lévis ou québec:select an option^yes^no,,1.0
a minimum 5 years experience devops:select an option^yes^no,,1.0
developing custom web sites sharepoint 2013/2016 environment,,1.0
"experience working adobe auto target software or similar software like adobe sensei, adobe analytics, adobe marketo engage, ab tasty, google optimize, oracle maxymiser, vwo testingyesno:yes^no",,1.0
are proficient front-end software development:select an option^yes^no,,1.0
"experience c#, asp.net, .net core and sq",,1.0
"go, python or node js",,1.0
experience working microservices and containersyesno:yes^no,,1.0
ecommerce experience:select an option^yes^no,,1.0
cisco routers,,1.0
automation machinery manufacturing,,1.0
"on azure devops, power automate, power apps",,1.0
any family members who are currently employed:yes^no,,1.0
api integration experience,,1.0
experience providing application development support for rightangle ctrm or another ctrm/etrm platform:select an option^yes^no,,1.0
haben sie folgenden abschluss bzw. bildungsgrad bachelor:ja^nein,,1.0
mern stack,,1.0
experience data reporting and dashboards:select an option^yes^no,,1.0
are currently residing the province quebec:select an option^yes^no,,1.0
commercial  backend-fullstack software development,,1.0
"jobox conducts in-depth background investigations.i give jobox the right to investigate all references and to secure additional information about me. i hereby release jobox and its representatives from liability for seeking such information and all other persons, corporations or organizations for furnishing such information. i further understand that if my application for employment is granted, jobox may obtafurther information through subsequent investigations by a consumer reporting agency so as to update, renew or extend my employment.acknowledged:acknowledged",,1.0
nv1 security clearance:select an option^yes^no,,1.0
quel est ton niveau d'anglais:select an option^langue maternelle ou parfaitement bilingue^fluide / anglais fonctionnel^intermédiaire^anglais de base^je ne parle pas anglais,,1.0
background it security:select an option^yes^no,,1.0
experience working a highly distributed company:select an option^yes^no,,1.0
which categories describe you:select an option^man^woman^trans^nonbinary^prefer not to say^other,,1.0
battery energy storage development or epc service,,1.0
react and redux:0^1^2^3 +,,1.0
"knowledge object oriented programming, multi threading, asynchronous and orm",,1.0
an account github:select an option^yes^no,,1.0
tibco,,1.0
developing on gis,,1.0
¿cuántos años de experiencia tienes como fullstack developer,,1.0
as an it professional,,1.0
sap marketing cloud,,1.0
¿tu nivel de inglés es avanzado/bilingüe:select an option^yes^no,,1.0
experience writing full-stack rest-based applications have,,1.0
¿tienes disponibilidad inmediata:select an option^yes^no,,1.0
are willing to take and pass a python coding assessment order to be submitted to the client:select an option^yes^no,,1.0
"experience any the following javascript/typescript, css3, html5, or json:select an option^yes^no",,1.0
u.s. armed forces statusi am currently serving (or served)i not servedi don't wish to answer:i am currently serving (or served)^i not served^i don't wish to answer,,1.0
"if selected job board or other, please share where found out about this position.",,1.0
vmware vsphere,,1.0
ile lat posugujesz si zawodowo narzdziem django,,1.0
combien dannées dexpérience avez-vous dans ce secteur (sécurité informatique et des réseaux),,1.0
7.0,,1.0
"detroit labs as an organization recognizes the value that a diverse team an inclusive environment provides to our team members, clients, users and products. we strive to be actively anti-racist word and deed. we focus on centering the most vulnerable throughout our processes. we expect our team members to learn and grow their understanding justice, equity, diversity and inclusion. are interested working withan organization that holds these values:yes^no",,1.0
¿cuántos años de experiencia tienes con aws lambda,,1.0
building data entry applications xamarin.forms for both ios and android,,1.0
golang or node,,1.0
a portfolio showing website developed:select an option^yes^no,,1.0
are currently located southern california:select an option^yes^no,,1.0
development java-based applications,,1.0
are bilingual french and english:select an option^yes^no,,1.0
enhanced reliability security clearance:select an option^yes^no,,1.0
working witheither nodejs or springboot,,1.0
"this opportunity is a long-term contract potential for extension or conversion, are comfortable that:select an option^yes^no",,1.0
wind energy,,1.0
are located withthe pacific or mountatime zones:select an option^yes^no,,1.0
' experience python,,1.0
are legally eligible to work the us:select an option^no^yes,,1.0
notice period:select an option^immediately available^30 days^45 days/serving notice period^60 days^90 days,,1.0
this is not a c2c position are okay that:select an option^yes^no,,1.0
experience angular/js version 8+,,1.0
are legally allowed to work canada:yes^no,,1.0
merchandising,,1.0
moet u nu de toekomst worden gesponsord voor een werkvisum:ja^nee,,1.0
kubernetes:select an option^yes^no,,1.0
currently live the united states:select an option^yes^no,,1.0
experience building financial models for renewable energy projects:select an option^yes^no,,1.0
can work on w2 no c2c:select an option^yes^no,,1.0
"multi-platform development such as vr, ar, pc, console, mobile or web",,1.0
"are proficient android build toolchains, shell scripting, and continuous integration:select an option^yes^no",,1.0
"depuis combien de temps vous utilisez les trois languages java, python et c++:select an option^yes^no",,1.0
customer service,,1.0
power origination and/or power purchase agreements (ppa),,1.0
êtes-vous légalement autorisé à travailler au canada:oui / yes^non / no,,1.0
are located canada:select an option^yes^no,,1.0
it services and it consulting,,1.0
github username,,1.0
agile web development,,1.0
experience developing both python and react:select an option^yes^no,,1.0
quantos anos de experiência você tem em cyber security,,1.0
tekla,,1.0
azure integration,,1.0
are a great communicator and team-player; were a very collaborative team and expect that enjoy working others. your ability to communicate others on your team and across departments has always helped stand out at your workplace. actively seek out opinions and feedback from others and are happy to jump and support fellow team-mates when they require your expertise.yesno:yes^no,,1.0
where did find this job listing:select an option^indeed^glassdoor^ziprecruiter^linkedin^dice.com^facebook (please specify below)^discord (please specify below)^other (please specify below),,1.0
are able to work w2 employee no need sponsorship/c2c:select an option^yes^no,,1.0
can a conversation english fluently:select an option^yes^no,,1.0
leadership experience:select an option^yes^no,,1.0
spring boot or spring,,1.0
experience working kafka 7.1 platform,,1.0
capital markets domaexperience,,1.0
computer games,,1.0
2+ years professional experience backend development:yes^no,,1.0
are located the quebec province (canada):select an option^yes^no,,1.0
assemblies,,1.0
how long worked nodejs,,1.0
been spent canada,,1.0
the web3 space,,1.0
cockroachdb,,1.0
worked spring streams:select an option^yes^no,,1.0
azure/aws,,1.0
linux os administration,,1.0
jeux de casino,,1.0
aceita remuneração de 15k:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes con linux,,1.0
what database technologies experience with,,1.0
pair programming,,1.0
"this role will require a hybrid work schedule, a few days the montreal office, and a few days working from home. are able to work this hybrid work schedule",,1.0
apache kafka,,1.0
"must be eligible to work canada, and must live canadayesno:yes^no",,1.0
led development teams:select an option^yes^no,,1.0
"if answered yes to the previous question, please select which company.cennoxbancsourcefirekingsterling bank servicesmick's vault worksnational safe and security:cennox^bancsource^fireking^sterling bank services^mick's vault works^national safe and security",,1.0
are interested a full-time position globe life:select an option^yes^no,,1.0
"if answered no to any the previous questions please not continue, this job is not for you! say no to this question to acknowledge that understand if qualify to continue.:select an option^yes^no",,1.0
briefly describe your experience java.,,1.0
êtes-vous légalement autorisée à travailler au canada:select an option^yes^no,,1.0
current reside newfoundland or neighbouring provinces:select an option^yes^no,,1.0
worked any cloud platform:select an option^yes^no,,1.0
will require visa sponsorship:yes^no,,1.0
completed the following level education bachelor's degree computer science:select an option^yes^no,,1.0
data integration,,1.0
mastery-level understanding rest and api development:select an option^yes^no,,1.0
live cst or est time zone the usa:select an option^yes^no,,1.0
used babylon.js a production environment,,1.0
developed automation uipath or automation anywhere:select an option^yes^no,,1.0
"please explayour rating regarding your knowledge cloud computing platforms like amazon web services and containerization technologies (docker, kubernetes, ecs).",,1.0
any edi experience:select an option^yes^no,,1.0
2.0,,1.0
advanced english:select an option^yes^no,,1.0
mulesoft developer certification:select an option^yes^no,,1.0
"experience the following elasticpath, javascript, js frameworks, typescript, contentful, graphql rest api services, github, and agile development:select an option^yes^no",,1.0
utility scale solar development  have,,1.0
"accepteriez-vous de travailler au moins 1 journée par semaine au bureau, physiquement (montréal):select an option^yes^no",,1.0
"experience at least 2 the following languages python, java (spring), javascript, or typescript:select an option^yes^no",,1.0
"are legally authorized to work the usa without sponsorship, now and the future:yes^no",,1.0
.net framework or .net core,,1.0
"containerization experience any the following docker, kubernetes, or kafka:select an option^yes^no",,1.0
experience full-stack development have,,1.0
"what is the highest degree hold computer science, electrical engineering, computer engineering, software engineering, or similar",,1.0
combien dannées dexpérience avez-vous en tant que it,,1.0
¿cuántos años de experiencia tienes con nlp y keyword extraction,,1.0
combien dannées dexpérience avez-vous en tant que finance,,1.0
"square roots requires that new employees be fully vaccinated against covid-19 before the start employment. the definition fully vaccinated includes a booster. provaccination is  at time hire, and employees will be  to get booster shots as they become eligible to maintatheir fully-vaccinated status. time out to get vaccinated is paid time, as is time off case experience symptoms. accordance eeoc guidance, if are not vaccinated or not intend to be due to medical reasons or deeply held religious beliefs, may make an accommodation request and square roots will make a reasonable effort to accommodate you, subject to the requirements the role are applying for. failure to be vaccinated without a documented accommodation will result offer rescindment or termination. vaccination status:select an option^i am fully vaccinated and boosted (i.e. i received 2 shots mrna vaccine more than 5 months ago, or 1 shot j&j vaccine more than 2 months ago, and since received a booster dose.)^i am fully vaccinated and not yet booster eligible (i received 2 shots mrna vaccine withthe past 5 months, or 1 shot j&j the past two months).^i am fully vaccinated, booster eligible, but not boosted (i.e. i received 2 shots mrna vaccine more than 5 months ago, or 1 shot j&j vaccine more than 2 months ago, but no booster dose.)^i am partially vaccinated against covid-19, (i had 1 2 shots mrna vaccine, or i had 2 shots but 2 weeks havent passed; or 2 weeks havent passed since my j&j shot).^i am not vaccinated.",,1.0
worked on a recommendation engine prior:select an option^yes^no,,1.0
esprit,,1.0
professional programming  have:less than 1 year^1-3 years^4-5 years^6-7 years^8-9 years^10+ years,,1.0
are comfortable working a pair programming environment:yes^no,,1.0
java/kotlin,,1.0
"this role is mainly focused on observability,   this area",,1.0
"acceptez-vous de faire lobjet dune vérification des antécédents, conformément à la loi et aux réglementations locales:yes^no",,1.0
nestjs,,1.0
are available on a w2 basis:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes en gestionar proyectos de 4.0,,1.0
this is a permanent w2 opportunity. our client cannot support h1b transfer candidates. please select yes confirming that are independently able to work a w2.:select an option^yes^no,,1.0
all candidates needs to give a python coding test .are fine this:select an option^yes^no,,1.0
estas dispuesto a aprender nuevas tecnologías y/o lenguajes de programación según la demanda:select an option^yes^no,,1.0
experience developer,,1.0
"feel more comfortable working on the frontend, backend, or full-stack:frontend^backend^full-stack",,1.0
hold a valid government canada reliability level security clearance:select an option^yes^no,,1.0
are a gc or us citizen:select an option^yes^no,,1.0
j2ee application development,,1.0
"will now or the future require sponsorship for employment visa status (e.g., h-1b visa status):yes^no",,1.0
shopify  have,,1.0
quel est votre niveau en anglais:select an option^none^conversational^professional^native or bilingual,,1.0
at least 5 years experience testing and working typescript and open-source libraries:select an option^yes^no,,1.0
year experience pyspark and spark,,1.0
developing workow solutions,,1.0
containerization,,1.0
level proficiency polish:select an option^none^conversational^professional^native or bilingual,,1.0
strong experience suitescript code:select an option^yes^no,,1.0
django  have,,1.0
"5+ years experience one or more frameworks or programming languages - angular, react, or node.js:select an option^yes^no",,1.0
led a team for 3+ developers:select an option^yes^no,,1.0
gpgpu,,1.0
experience restful apis swagger/openapi specifications:select an option^yes^no,,1.0
are familiar rest web services angular and cordova:select an option^yes^no,,1.0
xamarproducts,,1.0
"an advanced level coding/programming either python, javascript or ruby, etc.:select an option^yes^no",,1.0
experience microservices and good understanding microservices architecture:select an option^yes^no,,1.0
quanti anni di esperienza di lavoro hai con matlab,,1.0
how many year  omniscripts,,1.0
"the managing, versioning and distributing apis",,1.0
demeurez-vous au québec (canada):select an option^yes^no,,1.0
"will now or the future  sponsorship for employment visa status (e.g., h-1b visa status):yes^no",,1.0
fullstack developer,,1.0
your knowledge english:select an option^0  no proficiency.^1  elementary proficiency.^2  professional working proficiency.^3  native / bilingual proficiency.,,1.0
experience react native:select an option^yes^no,,1.0
angular.io stack and express based frameworks,,1.0
murex,,1.0
exposure to unix/linux environments knowledge commands and shell scripting:select an option^yes^no,,1.0
symfony framework,,1.0
wie viele jahre erfahrung haben sie mit redux.js,,1.0
a minimum 5 years experience restful api:select an option^yes^no,,1.0
electrical engineering,,1.0
vos attentes salariales annuel se situe entre 45 000$ et 55 000$:select an option^yes^no,,1.0
utility technology,,1.0
api documentation,,1.0
2+ years working experience software development:select an option^yes^no,,1.0
object oriented systems,,1.0
a minimum 12 months go experience and 4+ years java or c++ experience:select an option^yes^no,,1.0
c2c is not being considered for this role. are able to work independently:select an option^yes^no,,1.0
conducted unit or integration testing on java code:select an option^yes^no,,1.0
can work as fulltime employee:select an option^yes^no,,1.0
saas,,1.0
how many professional years full time industry  building high performing web applications,,1.0
a combination 5+ years experience - either kubernetes or more traditional service architectures:select an option^yes^no,,1.0
what are your salary expecations,,1.0
"bootstrap, css, jquery, angular, asp. net mvc, ionic framework",,1.0
applications engineering,,1.0
are able to work est time overlap:select an option^yes^no,,1.0
been a lead or most sr. level react developer on your team:select an option^yes^no,,1.0
overall years experience working kafka platform,,1.0
talk a bit about the coolest thing you've built.,,1.0
.net and c#,,1.0
3.0,,1.0
uipath,,1.0
experience working struts:select an option^yes^no,,1.0
programming  have:<1 year^1-3 years^3-6 years^6+ years,,1.0
há quantos anos você já usa html no trabalho,,1.0
hands-on experience spring framework,,1.0
haml and bootstrap,,1.0
"by checking this box, will declare that read and understand the infobip privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,1.0
current city and state,,1.0
"regarding compensation, what are your base salary expectations for this next role",,1.0
programming languages,,1.0
professional  full stack java developer,,1.0
w2,,1.0
any experience salesforce lightning web components:select an option^yes^no,,1.0
experience having the responsibility for development large scale technology and architect on python based applications,,1.0
are currently authorized to work the city/country where this position is located:select an option^no^yes,,1.0
"strong working knowledge abstraction, encapsulation, polymorphism, inheritance, closures and other commonly applied principles:select an option^yes^no",,1.0
"where are currently located (city, state)",,1.0
development  ms azure platform,,1.0
overall it experience,,1.0
how would rate yourself java development on a scale 1 to 10,,1.0
"understanding possible attack activities such as network probing/scanning, ddos, malicious code activity, etc.:select an option^yes^no",,1.0
expérience requise système haute tension,,1.0
this opportunity requires aws certification. are aws certified:select an option^yes^no,,1.0
are open for full time opportunity:select an option^yes^no,,1.0
experience building webapi's,,1.0
developing software,,1.0
experience react have,,1.0
wie viele jahre haben sie erfahrung mit frontend development,,1.0
experience test automation:select an option^yes^no,,1.0
when are available to start work:select an option^immediately^2-4 weeks^more than a month,,1.0
market research,,1.0
thoughtspot,,1.0
what is the highest level education completed:select an option^some high school^high school graduate^some college^associate degree^bachelor's degree^master's degree^doctorate degree,,1.0
angular v4+  for front end development,,1.0
are a canadian pr (or) citizen:select an option^yes^no,,1.0
doma working financial services/ banking or payments / credit card,,1.0
"3+ years solid experience c#, .net framework, .net core\5\6, web api\microservices:select an option^yes^no",,1.0
cloud design principles,,1.0
are legally allowed to work canadayesno:yes^no,,1.0
machine learning algorithms,,1.0
malefemaledecline to answer:male^female^decline to answer,,1.0
experience directly managing engineers and/or leading project teams while mentoring engineersyesno:yes^no,,1.0
working a manufacturing environment,,1.0
are proficient norwegian:select an option^no^yes,,1.0
live the united states america:yes^no,,1.0
experience designing and creating restful services,,1.0
experience java/j2ee,,1.0
total experience working an agile environment scrum or kanban,,1.0
leading product engineering teams,,1.0
desired annual salary,,1.0
2+ years working experience ci/cd:select an option^yes^no,,1.0
"if are not vaccinated, or not boosted, please state your intentions:select an option^not applicable (i fulfill the requirements this policy).^i am vaccinated and not yet boosted, but am prepared to receive my booster to fulfill the requirements this position.^i am not fully vaccinated against covid-19 but i am prepared to get fully vaccinated, including a booster, to fulfill the requirements this position.^i am not vaccinated or boosted, and am prepared to submit an accommodation request documentation, for a valid medical or religious reason.^i am not vaccinated and not intend to be.",,1.0
what are your desired salary expectations,,1.0
having coding,,1.0
¿cuántos años de experiencia tienes con jakarta ee,,1.0
a professional experience react:select an option^yes^no,,1.0
avez vous une maitrise de la langue française:select an option^yes^no,,1.0
experience backend development,,1.0
"due to security reasons and nature work that will be performed, the client is looking for a candidate who has us citizenship, one:select an option^yes^no",,1.0
"our hiring team personally reads every single cover letter! we want to understand what gets excited about this role, and why you're interested working us; no to whom it may concern cover letters, please!",,1.0
relations interpersonnelles,,1.0
python programming,,1.0
are authorized to work permanently for any company canada:yes^no,,1.0
"at least 2 years professional experience front-end frameworks (such as react.js, react native, or vue.js):select an option^yes^no",,1.0
are authorized to work lawfully the united states for detroit labs:yes^no,,1.0
linked/ github / portfolio site url,,1.0
worked it for 4+ years or more:select an option^yes^no,,1.0
bigsql,,1.0
an active interest and/or the crypto industry:select an option^yes^no,,1.0
are located the us or canada:yes^no,,1.0
currently reside the united states:select an option^no^yes,,1.0
level proficiency deu:select an option^none^conversational^professional^native or bilingual,,1.0
are an immediate joiner:select an option^yes^no,,1.0
currently reside withthe united states:yes^no,,1.0
"experience test automation tools such as cypress, lighthouse, behave, or junit:select an option^yes^no",,1.0
combien d'année d'expérience avez vous en développement de solution bi / etl:select an option^yes^no,,1.0
front-end web development,,1.0
techniciens de terrain,,1.0
component development,,1.0
tienes más de un año de experiencia laboral como desarrollador backend:select an option^yes^no,,1.0
experience both graphql and react:select an option^yes^no,,1.0
availability to start if offered a position at cognitive space,,1.0
vba,,1.0
experience launching and managing solar products:select an option^yes^no,,1.0
experience restful apis python:select an option^yes^no,,1.0
how many year  vlocity cards,,1.0
thrive on feedback and take ownership for your workyesno:yes^no,,1.0
¿cuántos años de experiencia tienes con microservicios,,1.0
are able to work 900am - 500pm est:yes^no,,1.0
angular v. 9 and later,,1.0
"svelte, react or vue",,1.0
quanti anni di esperienza di lavoro hai con microsoft excel,,1.0
full legal name,,1.0
5.0,,1.0
pures compliance the u.s. government covid-19 mandatei read and understand pures vaccination requirement.:i read and understand pures vaccination requirement.,,1.0
azure functions,,1.0
grpc,,1.0
nuxt.js,,1.0
how long been professionally working golang hands on,,1.0
"our back end tech stack (node.js, express.js, postgres, aws)",,1.0
effective knowledge android applications and security apis java/kotlin:select an option^yes^no,,1.0
experience .net:yes^no,,1.0
"algorithms our images, metadata, and/or customer interactions to significantly improve customers image/video search and discovery experiences:select an option^yes^no",,1.0
"are local to or willing to travel to frederick, md 2x/month to be office:select an option^yes^no",,1.0
há quantos anos você já utiliza python,,1.0
êtes-vous prêts à travailler dans un environnement 100% francophone:select an option^yes^no,,1.0
software engineering  modern open source frameworks and libraries,,1.0
"renewable energy experience pjm, miso, ercot or the southeastern united states:select an option^yes^no",,1.0
previously been employed by technicolor or any its subsidiary companies,,1.0
are a u.s. citizen:select an option^yes^no,,1.0
"solid experience azure, active directory, case management systems, tcp, messaging systems, windows (client and server), ldap directory, smtp, and most important, assisting clients:select an option^yes^no",,1.0
angular or react:select an option^yes^no,,1.0
golang development experience,,1.0
"how would rate your knowledge cloud computing platforms like amazon web services and containerization technologies (docker, kubernetes, ecs) on a scale from 1-5:1^2^3^4^5",,1.0
working react,,1.0
ruby or go programming,,1.0
technical writing,,1.0
deep neural networks (dnn),,1.0
work authorization status,,1.0
front end engineering design (feed),,1.0
will require sponsorship to work the united states:yes^no,,1.0
typoscript,,1.0
this is nota c2c/c2h/1099 role. are able to work w2 employee without third party employment:select an option^yes^no,,1.0
"experience sql server, oracle, goldengate, kafka, database replication and etl",,1.0
amazon elastic mapreduce (emr),,1.0
development  python,,1.0
experience ruby development:select an option^yes^no,,1.0
mongodb:select an option^yes^no,,1.0
immigration status:us citizen^green card holder^ead^h1b^others,,1.0
ile lat posugujesz si zawodowo narzdziem spring framework,,1.0
¿cuántos años de experiencia tienes con comunicación,,1.0
tell us a little about yourself!,,1.0
"our front end tech stack (react, es 6/7 javascript, webpack, html, css)",,1.0
are currently located canada:select an option^yes^no,,1.0
are living spain:select an option^yes^no,,1.0
"square roots is committed to diverse and inclusive hiring practices. to help us continually improve these practices, we would like to know more about you. completion the following questions is voluntary. your choice to respond and the information provide will not be used basis for hiring decisions. the information provide will be kept confidential, and will be analyzed aggregate, to inform our continued pursuit elimination bias from our hiring process.:select an option^american indian or alaska nativefor example, navajo nation, blackfeet tribe, mayan, aztec, native village barrow inupiat traditional government, nome eskimo community^asianfor example, chinese, filipino, asian indian, vietnamese, korean, japanese^black or african americanfor example, jamaican, haitian, nigerian, ethiopian, somalian^hispanic, latinx or spanish originfor example, mexican or mexican american, puerto rican, cuban, salvadoran, dominican, colombian^middle eastern or north africanfor example, lebanese, iranian, egyptian, syrian, moroccan, algerian^native hawaiian or other pacific islanderfor example, native hawaiian, samoan, chamorro, tongan, fijian, marshallese^whitefor example, german, irish, english, italian, polish, french^some other race, ethnicity, or origin^i prefer not to answer.",,1.0
aem,,1.0
sendgrid,,1.0
android mobile automation appium,,1.0
experience developing commercial android applications,,1.0
"sind sie bereit, die fahrzeit zum arbeitsort kauf zu nehmen:ja^nein",,1.0
powershell scripting,,1.0
experience developing production-facing applications:select an option^yes^no,,1.0
"3+ years experience hmtl, css, and javascript:select an option^yes^no",,1.0
avez vous une bonne communication en anglais:select an option^yes^no,,1.0
bachelor's computer science or computer engineering:yes^no,,1.0
"css skills including scss, postcss, bem and tailwind:select an option^yes^no",,1.0
are vietnamese:select an option^yes^no,,1.0
solid professional  javascript,,1.0
experience and/or creating financial models,,1.0
"payments technologies (credit card processing, ach, tokenization",,1.0
any cloud technology,,1.0
asp.net core,,1.0
extensive experience the mean stack:select an option^yes^no,,1.0
education,,1.0
"a disability or chronic condition (physical, visual, auditory, cognitive, mental, emotional, or other) that substantially limits one or more your major life activities, including mobility, communication (seeing, hearing, speaking), and leari a disabilityi not a disabilityi don't wish to answer:i a disability^i not a disability^i don't wish to answer",,1.0
working shopify platform,,1.0
cloud platforms,,1.0
sql-based databases,,1.0
¿tienes 3 o más años de experiencia realizanfunciones similares:select an option^yes^no,,1.0
expected monthly salary,,1.0
¿cual es su nivel de ingles,,1.0
experience working react:select an option^yes^no,,1.0
are looking for full time employment:select an option^yes^no,,1.0
development findur/endur,,1.0
more than 5 years production-level engineering experience:select an option^yes^no,,1.0
working a devops environment,,1.0
.net core/.net c#,,1.0
how much are expecting the monthly gross salary,,1.0
¿cuántos años de experiencia tienes con kubernetes,,1.0
fixed income technology,,1.0
are located canada:select an option^no^yes,,1.0
flux,,1.0
working  either javascript or typescript,,1.0
"are willing to take drug test and background verification (criminal, educational, and professional experience):yes^no",,1.0
"have, or are currently working towards, your bachelor's degree:select an option^yes^no",,1.0
"¿cuántos años de experiencia tienes con extraer, transformar y cargar (etl)",,1.0
embrace a no-blame-failure environment - were all on the same teamyesno:yes^no,,1.0
are vaccinated for covid-19 and can provide provaccination:select an option^yes^no,,1.0
experience sdk'syesno:yes^no,,1.0
etl tools,,1.0
at least 5 years utility-scale renewable energy project development experience:select an option^yes^no,,1.0
"subscription payment platforms such as zuora, stripe, paddle",,1.0
há quanto tempo trabalha com aws serverless,,1.0
drupal  have,,1.0
proficiency designing interfaces and building clickable prototypes:select an option^yes^no,,1.0
analyse de la sécurité,,1.0
i identify as:select an option^woman^men^non-binary / two-spirit^self-describe^i don't wish to answer,,1.0
door-to-door sales,,1.0
experience total,,1.0
are highly proficient go and regularly traverse the stack into react to handle features e2e:select an option^yes^no,,1.0
manage data engineering frameworks such as spark or map reduce:select an option^yes^no,,1.0
tomcat,,1.0
scrapy framework,,1.0
working  full stack software engineer,,1.0
please indicate your minimum salary requirements.,,1.0
at least 2 years hands-on experience the vue js framework:select an option^no^yes,,1.0
what are your salary expectations for this position,,1.0
¿hablas inglés:sí^no,,1.0
microsoft teams,,1.0
"stronger on back-end development, as opposed to front-end",,1.0
java web applications,,1.0
vert.x,,1.0
working c,,1.0
êtes-vous capable de travailler en français:select an option^yes^no,,1.0
worked otel:select an option^no^yes,,1.0
applications mobiles,,1.0
développement android,,1.0
ado.net,,1.0
3+ years working experience linux:select an option^yes^no,,1.0
need someone who can work on fulltime and does not need sponsorship:select an option^yes^no,,1.0
experience sql and nosql:select an option^yes^no,,1.0
clinical trials,,1.0
"utility planning, power system consultancies, or oem grid applications",,1.0
experience working microservices event-driven architecture,,1.0
¿cuántos años de experiencia tienes con administración de base de datos de oracle,,1.0
stream processing,,1.0
completed the following level education high school diploma:yes^no,,1.0
experience relational databases (ms sql server) and some pub/sub mq platform:select an option^yes^no,,1.0
are legally entitled to work canada and/or the united states at this time:yes^no,,1.0
are interested w2 contract:select an option^yes^no,,1.0
"a bachelor degree computer science, software engineering or related:select an option^yes^no",,1.0
lightning web components,,1.0
ile lat posugujesz si zawodowo narzdziem hibernate,,1.0
managed project development teams:select an option^yes^no,,1.0
développement ios,,1.0
would like to share your compensation expectations at this time,,1.0
"now, or will the future, require sponsorship for employment visa status (e.g., h-1b visa status, etc.) to work legally for our company the united states:select an option^no^yes",,1.0
".net/c#/asp.net mvc/core, web api, css/html/javascript/jquery, ado.net, entity f",,1.0
related to the energy market,,1.0
1.0,,1.0
"are ready to onsite(nyc, ny) when client needed:select an option^yes^no",,1.0
"are familiar our technology stack; worked a full stack capacity a single page application (spa). worked reactjs, or a similar framework. great judgment on how and when to use unit and integration testing and ci platforms to ensure the integrity and stability large-scale web applications.yesno:yes^no",,1.0
this role is open and available only for candidates based latamerica. are currently based latam:yes^no,,1.0
experience microservices:select an option^yes^no,,1.0
"yes, i a disability, or a history/record having a disabilityno, i don't a disability, or a history/record having a disabilityi don't wish to answer:yes, i a disability, or a history/record having a disability^no, i don't a disability, or a history/record having a disability^i don't wish to answer",,1.0
implementing data analytics on a sales funnel:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes con ruby,,1.0
"containers/orchestrators, such as docker, kubernetes",,1.0
"5+ years professional experience object oriented development javascript (node, react, angular, vue, etc):yes^no",,1.0
experience react.js,,1.0
experience php:select an option^yes^no,,1.0
experience python and flask:select an option^yes^no,,1.0
botnet:select an option^yes^no,,1.0
experience you've c# and .net,,1.0
full legal name (if different from above),,1.0
experience frontend development,,1.0
"are a us citizen, permanent resident or green card holder:select an option^yes^no",,1.0
at least 1 year hands-on experience react:select an option^no^yes,,1.0
production support,,1.0
13.0,,1.0
are located est or cst:select an option^yes^no,,1.0
commande numérique par ordinateur (cnc),,1.0
were born honduras:select an option^yes^no,,1.0
9.0,,1.0
at least 6 years relevant experience an enterprise environment:select an option^yes^no,,1.0
are proficient building and maintaining rest apis and full api lifecycle management:select an option^yes^no,,1.0
language integrated query (linq),,1.0
source control tools like perforce or git,,1.0
tienes conocimiento en flask or fastapi.:select an option^yes^no,,1.0
"is your salary expectation below $120,000:select an option^yes^no",,1.0
what about zoolife think makes this role a great fit for you,,1.0
¿cuántos años de experiencia tienes con json,,1.0
